title,artist,album,album_cover,duration_ms,uri
Halley's Comet,Billie Eilish,Happier Than Ever,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,234761,spotify:track:5XsAal7ZcWg1I5T4NcRjkv
Not My Responsibility,Billie Eilish,Happier Than Ever,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,227679,spotify:track:4T2zre0jqstNJ5Gt0WG9lz
OverHeated,Billie Eilish,Happier Than Ever,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,214058,spotify:track:5uSG6fUPRaehaV820zcpsK
Overture (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,106863,spotify:track:7BYoSu7vQPGoSeGemwTF92
End Of An Era (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,239990,spotify:track:4GFlhtTAMuS8Tb1HF81EXO
Houdini (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,216522,spotify:track:6n5SwaC9Jd85LhUEPc9lg2
Training Season (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,220937,spotify:track:4jiOgEp2ZPjzoUF5DxaOjG
These Walls (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,230702,spotify:track:10vUBju7N39lmoBxwyn2AN
Whatcha Doing (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,238578,spotify:track:1JK1cdBkqEtZNtFlRutyds
French Exit (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,225553,spotify:track:59LPUEzyMbSQhttDDxO0Dd
Illusion (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,237212,spotify:track:0bKZUSWUSxLFm7FyZHsvYd
Falling Forever (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,240723,spotify:track:0vN5BWVA6VFWS4zWa68y6a
Anything For Love (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,189701,spotify:track:7tbHVPNQyFCGJMWKDix9CL
Maria (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,225797,spotify:track:4Qa1TKaOC5AL20kYJUsI2k
Happy For You (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,263606,spotify:track:5skosSCL6M6WFkfxG0BnkZ
Love Again (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,362030,spotify:track:41W3gyf25NrDk1B7p5egBP
Pretty Please (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,205643,spotify:track:1juI2TNefxJwSKFZ5FSNVQ
Levitating (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,264536,spotify:track:6sohkQSRVywh50akAo8MMd
Sunshine (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,282582,spotify:track:5kYoZZOVXfPqYsJDQLlIYU
Cold Heart (Live from the Royal Albert Hall),"Dua Lipa, Elton John",Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,328007,spotify:track:3jVJ5y7l4s932FzKxTqtmg
Be The One (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,289407,spotify:track:2ao1MTHeYktskuQRQtS8kN
Dance The Night (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,247776,spotify:track:1EIu6RsVrGIkmjRePSnNH1
Don’t Start Now (Live from the Royal Albert Hall),Dua Lipa,Dua Lipa Live from the Royal Albert Hall,https://i.scdn.co/image/ab67616d0000b273dc48ee97d2cd26768fd85bce,265930,spotify:track:18qXJ0iu4OO0jVla8v83dA
Who I Am,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,100480,spotify:track:51Mmmd7P1ETIqTTt2WtUrS
Why Why Why,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,169041,spotify:track:0kPIcJ1Mp6m9AR9Y7UnMLR
That’s The Dream,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,134228,spotify:track:6z3QR98RmvNAf2xwPDMVBV
Nobody Knows,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,152239,spotify:track:1tp5wevVu8psITUxEuBGtk
Isn’t That Enough,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,164700,spotify:track:0P85Dz3wK49uv2Nkfq8FlA
Heart of Gold,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,171607,spotify:track:69YhwaZE5OTsijIt3Gp6P2
Heavy,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,153985,spotify:track:61wNkiRpA2oLyJQYz92kZH
That’ll Be The Day,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,112006,spotify:track:0HPABADFC4UBeWP0cFUsHI
In Between,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,117366,spotify:track:34DIs8VG5CBKkOVSppTV6a
The Mountain,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,175750,spotify:track:1ATWVZj4ukcMcQHRZ6KxvU
Rollin’ Right Along,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,159449,spotify:track:0gDIsF458XtmsL67aYqSj7
Hallelujah,Shawn Mendes,Shawn,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,225647,spotify:track:5Q6csOncSmExJREyIssHqe
Intro,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,62422,spotify:track:7MBdtBJvyn90mXqTOqI8PA
Wonder,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,172692,spotify:track:7rV6w1rff0TA61omGxvcCB
Higher,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,160143,spotify:track:2syfxA0hm59eHKjAPcxRuf
24 Hours,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,150781,spotify:track:19SSYk30oo7wjtvQO0inc3
Teach Me How To Love,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,202356,spotify:track:7p5vt5dzzshlu0x78C6jE8
Call My Friends,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,171078,spotify:track:2rEwRKqSsztaQtH6c3ekGa
Dream,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,214751,spotify:track:2ZrKVfN18OZhrikfrtM0ka
Song For No One,Shawn Mendes,Wonder (Deluxe),https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,191887,spotify:track:6MWOKTGu4MpsAdDv2ae0AM
